[aaudio.hw_burst_min_usec]: [2000]
[partition.preload.verified.hash_alg]: [sha256]
[partition.product_h.verified]: [2]
[partition.product_h.verified.hash_alg]: [sha256]
[partition.system.verified]: [2]
[partition.system.verified.hash_alg]: [sha256]
[partition.system_ext.verified]: [2]
[partition.system_ext.verified.hash_alg]: [sha256]
[partition.vendor.verified]: [2]
[partition.vendor.verified.hash_alg]: [sha256]
[partition.version.verified]: [2]
[partition.version.verified.hash_alg]: [sha256]
[persist.bt.max.a2dp.connections]: [2]
[persist.device_config.runtime_native.usap_pool_enabled]: []
[persist.jank.gameskip]: [true]
[persist.lastusertype]: [1]
[persist.log.tag]: [M]
[persist.log.tag.GPQTEEC]: [I]
[persist.logd.size]: []
[persist.media.lowlatency.enable]: [true]
[persist.radio.airplane_mode_on]: [0]
[persist.radio.apm_sim_not_pwdn]: [1]
[persist.radio.cs.rat]: [0;16,0;0]
[persist.radio.cur_dend_cause]: [65535]
[persist.radio.defdualltecap]: [1]
[persist.radio.defdualsimltemenu]: [false]
[persist.radio.disconnectCode]: [-1]
[persist.radio.dualltecap]: [1]
[persist.radio.hnprlversion]: [500]
[persist.radio.hw_hicure.esmflag_state0]: [1]
[persist.radio.hw_hicure.esmflag_state1]: [0]
[persist.radio.hwprlversion]: [500]
[persist.radio.last_phone_type]: [GSM,GSM]
[persist.radio.lte.signalstrength]: [2147483647;2147483647;2147483647,2147483647;2147483647;2147483647]
[persist.radio.lte_enabled]: [false]
[persist.radio.modem.cap]: [78542417]
[persist.radio.multisim.config]: [dsds]
[persist.radio.networkmode0]: [22]
[persist.radio.networkmode1]: [69]
[persist.radio.nitz_hw_name]: []
[persist.radio.nitz_hw_name1]: []
[persist.radio.nr.signalstrength]: [2147483647;2147483647;2147483647,2147483647;2147483647;2147483647]
[persist.radio.nsa_display_config]: []
[persist.radio.optimized_for_config_d]: []
[persist.radio.previousopcode0]: [46011]
[persist.radio.previousopcode1]: [46011]
[persist.radio.procsetdata]: [powersaving]
[persist.radio.ps.rat]: [0;2,0;0]
[persist.radio.rat_changed_delay_timer]: []
[persist.radio.sa_dynamic_switch]: [true]
[persist.radio.usersetdata]: [true]
[persist.service.hdb.enable]: [true]
[persist.service.tm2.tofile]: [false]
[persist.sys.appstart.enable]: [true]
[persist.sys.appstart.sync]: [false]
[persist.sys.aps.defaultWidth]: [1080]
[persist.sys.aps.firstboot]: [0]
[persist.sys.audio_mode]: [0]
[persist.sys.auto.protocol.type]: [0]
[persist.sys.aware.compile.prop.maxnum]: []
[persist.sys.aware.compile.prop.num]: [1]
[persist.sys.aware.compile.prop.time]: [1751009456]
[persist.sys.beauty.switch]: [true]
[persist.sys.boot.reason]: []
[persist.sys.boot.reason.history]: [shutdown,longstandby,1755568967
reboot,ota,1750271972
reboot,ota,1741803437]
[persist.sys.cancel_system_alert_window]: [false]
[persist.sys.changelogmask]: [false]
[persist.sys.cloneapp_mode]: [0]
[persist.sys.config.userfeedback]: [1]
[persist.sys.cpuset.enable]: [1]
[persist.sys.cpuset.subswitch]: [16363024]
[persist.sys.dalvik.vm.lib.2]: [libart.so]
[persist.sys.device_mcc]: []
[persist.sys.device_mnc]: []
[persist.sys.diag.enhance]: [0]
[persist.sys.displayinset.top]: [0]
[persist.sys.dpi]: [480]
[persist.sys.dualcards]: [true]
[persist.sys.dubai.device.secure]: [false]
[persist.sys.enable_iaware]: [true]
[persist.sys.fast_h_delay]: [5000]
[persist.sys.fast_h_duration]: [2000]
[persist.sys.fast_h_max]: [50]
[persist.sys.fingerpressnavi]: [0]
[persist.sys.fingersense]: [1]
[persist.sys.force_sw_gles]: [1]
[persist.sys.forground_opt_uid]: [0]
[persist.sys.fsantiaging.enable]: [1]
[persist.sys.fuse]: [true]
[persist.sys.fuse.passthrough.enable]: [0]
[persist.sys.fuse.passthrough.version_r.enable]: [1]
[persist.sys.game_dock_gesture_support_touch_middle]: [1]
[persist.sys.getvolumelist.cache]: [true]
[persist.sys.gps.lpp]: [15]
[persist.sys.hardcoder.name]: [resmon|16]
[persist.sys.heap.limit.expansion]: [true]
[persist.sys.hiview.base_version]: [ANY-LGRP1-CHN 7.0.0.225]
[persist.sys.hiview.cota_version]: []
[persist.sys.hiview.cust_version]: [ANY-AN00-CUST 7.1.0.225(C00)]
[persist.sys.hiview.ecota_version]: []
[persist.sys.hiview.module_version]: [0290000000]
[persist.sys.hiview.preload_version]: [ANY-AN00-PRELOAD 7.1.0.4(C00R1)]
[persist.sys.hn.forcedark_policy]: [1]
[persist.sys.hn_screen_freq]: [2]
[persist.sys.hnpms_error_log]: []
[persist.sys.hnpms_error_reboot_count]: [0]
[persist.sys.hota_phase]: [3-0;]
[persist.sys.huawei.debug.on]: [0]
[persist.sys.hw.forcedark_policy]: [1]
[persist.sys.hwGpsTimestamp]: [0]
[persist.sys.hwLastSystemTime]: [1750271925796]
[persist.sys.hw_screen_freq]: [2]
[persist.sys.hwairplanestate]: [error]
[persist.sys.hwpms_error_log]: []
[persist.sys.hwpms_error_reboot_count]: [0]
[persist.sys.hyperhold.permanently.closed]: [0]
[persist.sys.hyperhold.swapout.enable]: [1]
[persist.sys.hyperhold.swapout.enable.cfg]: [true]
[persist.sys.hyperhold.swapsize]: [2]
[persist.sys.iaware.appboost.click_duration]: [1000]
[persist.sys.iaware.appboost.click_times]: [3]
[persist.sys.iaware.appboost.slide_duration]: [5000]
[persist.sys.iaware.appboost.slide_times]: [17]
[persist.sys.iaware.appboost.switch]: [true]
[persist.sys.iaware.appscenerecog.switch]: [true]
[persist.sys.iaware.appsdk]: [true]
[persist.sys.iaware.blitparallel]: [true]
[persist.sys.iaware.cpuenable]: [false]
[persist.sys.iaware.jpg_sample_adapt]: [0]
[persist.sys.iaware.preloadoptenable]: [1]
[persist.sys.iaware.profile]: [true]
[persist.sys.iaware.size.BitmapDeocodeCache]: [2048]
[persist.sys.iaware.switch.BitmapDeocodeCache]: [true]
[persist.sys.iaware.task.stack.restore.enable.cfg]: [true]
[persist.sys.iaware.topa.train]: [10]
[persist.sys.iaware.topimcn]: [com.tencent.mm]
[persist.sys.iaware.touchdownpreloadenable]: [0]
[persist.sys.iaware.vsyncfirst]: [true]
[persist.sys.iaware.vsyncrate.switch]: [true]
[persist.sys.iaware_fast_h_delay]: [3000]
[persist.sys.install_no_quota]: [1]
[persist.sys.isolated_storage]: [true]
[persist.sys.lastTrafficMeal]: [0]
[persist.sys.lmk.reportkills]: [true]
[persist.sys.locale]: [zh-Hans-CN]
[persist.sys.logsystem.coredump]: [off]
[persist.sys.logsystem.modem]: [0]
[persist.sys.logsystem.protohint]: [0]
[persist.sys.manufacture.runningstate]: [0]
[persist.sys.mcc_match_fyrom]: []
[persist.sys.mdm.wlanSmartCureApkEnable]: [false]
[persist.sys.media_uid]: [10127]
[persist.sys.module_version_display]: [0290000000]
[persist.sys.module_version_real]: [0290000000]
[persist.sys.msc.debug.on]: [0]
[persist.sys.navigationbar.mode]: [0]
[persist.sys.network_mcc]: []
[persist.sys.network_mnc]: []
[persist.sys.nvcfg_file0]: [TELECOM_CN]
[persist.sys.nvcfg_file1]: [TELECOM_CN]
[persist.sys.nvcfg_file_version0]: []
[persist.sys.nvcfg_file_version1]: []
[persist.sys.opkey0]: []
[persist.sys.opkey1]: []
[persist.sys.opname0]: [NULL]
[persist.sys.opname1]: [NULL]
[persist.sys.opname_ap0]: [TELECOM_CN]
[persist.sys.opname_ap1]: [TELECOM_CN]
[persist.sys.performance]: [true]
[persist.sys.powerup_reason]: [NORMAL]
[persist.sys.pre_data_sub_autoreg]: [1]
[persist.sys.pre_data_sub_ueinfo]: [1]
[persist.sys.pre_volte_sub0_state]: [2]
[persist.sys.pre_volte_sub0_state_autoreg]: [2]
[persist.sys.pre_volte_sub1_state]: [1]
[persist.sys.pre_volte_sub1_state_autoreg]: [2]
[persist.sys.predns]: [true]
[persist.sys.realdpi]: [480]
[persist.sys.rendercomposer.enable]: [false]
[persist.sys.rog.currentratio]: [1.0]
[persist.sys.rog.height]: [2388]
[persist.sys.rog.width]: [1080]
[persist.sys.root.status]: [0]
[persist.sys.screen_soft_rank]: [false]
[persist.sys.sf.color_mode]: [7]
[persist.sys.sf.color_saturation]: [1.0]
[persist.sys.sf.native_mode]: [0]
[persist.sys.show_incallscreen]: [0]
[persist.sys.smartDualCardState]: [0]
[persist.sys.smart_switch_enable]: [true]
[persist.sys.smart_switch_state]: [0]
[persist.sys.srms.enable]: [true]
[persist.sys.timezone]: [Asia/Shanghai]
[persist.sys.uninstallapk]: [1]
[persist.sys.usb.config]: [hisuite,mtp,mass_storage,adb,hdb]
[persist.sys.version]: [0]
[persist.sys.version_update0]: [false]
[persist.sys.version_update1]: [false]
[persist.sys.volume.ringIndex]: [15]
[persist.sys.wfd.virtual]: [0]
[persist.traced.enable]: [1]
[persist.vendor.camera.multicam]: [true]
[persist.vendor.dpm.idletimer.mode]: [default]
[pm.dexopt.ab-ota]: [speed-profile]
[pm.dexopt.bg-dexopt]: [speed-profile]
[pm.dexopt.boot-after-ota]: [verify]
[pm.dexopt.boot.delayopt]: [false]
[pm.dexopt.cmdline]: [verify]
[pm.dexopt.first-boot]: [verify]
[pm.dexopt.inactive]: [verify]
[pm.dexopt.install]: [speed-profile]
[pm.dexopt.install-bulk]: [speed-profile]
[pm.dexopt.install-bulk-downgraded]: [verify]
[pm.dexopt.install-bulk-secondary]: [verify]
[pm.dexopt.install-bulk-secondary-downgraded]: [extract]
[pm.dexopt.install-fast]: [skip]
[pm.dexopt.post-boot]: [extract]
[pm.dexopt.shared]: [speed]
[ril.ecclist]: [911,122,112,000,110,08,999,120,119,118]
[ril.ecclist1]: [911,112,000,119,118,110,08,999]
[ril.force_to_set_ecc]: [invalid]
[ril.operator.numeric]: [46000]
[ro.SignalStrength.ValidateInput]: [true]
[ro.actionable_compatible_property.enabled]: [true]
[ro.adb.btstatus]: [valid]
[ro.adb.secure]: [1]
[ro.alipay.channel.path]: [/preload/ANY-AN00/all/cn/xml/rongyao_alipay_antibrush]
[ro.allow.mock.location]: [0]
[ro.apex.updatable]: [true]
[ro.baseband]: [msm]
[ro.blight.exempt_app_type]: [-1,1,5,8,16,24]
[ro.board.boardid]: [8669]
[ro.board.hardware_version]: [HN3ANYM]
[ro.board.platform]: [holi]
[ro.boot.avb_version]: [1.2]
[ro.boot.baseband]: [msm]
[ro.boot.boot_devices]: [soc/4804000.ufshc]
[ro.boot.bootdevice]: [4804000.ufshc]
[ro.boot.camera_product]: [ANY]
[ro.boot.console.level]: [15]
[ro.boot.dtb_idx]: [0]
[ro.boot.dtbo_idx]: [18]
[ro.boot.dynamic_partitions]: [true]
[ro.boot.flash.locked]: [1]
[ro.boot.force_normal_boot]: [1]
[ro.boot.fstab_suffix]: [default]
[ro.boot.hardware]: [qcom]
[ro.boot.hwsim]: [double]
[ro.boot.keymaster]: [1]
[ro.boot.localproppath]: [all/cn]
[ro.boot.memcg]: [1]
[ro.boot.product.hardware.sku]: [ANY-AN00]
[ro.boot.selinux]: [enforcing]
[ro.boot.serialno]: [ACMF6R2112004887]
[ro.boot.slot_suffix]: [_a]
[ro.boot.usbcontroller]: [4e00000.dwc3]
[ro.boot.vbmeta.avb_version]: [1.0]
[ro.boot.vbmeta.device_state]: [locked]
[ro.boot.vbmeta.digest]: [0be00c0ab74e66db2c72aa6f51822ea44b0e66986015e9617453b4a3e896bcd9]
[ro.boot.vbmeta.hash_alg]: [sha256]
[ro.boot.vbmeta.invalidate_on_error]: [yes]
[ro.boot.vbmeta.size]: [47616]
[ro.boot.verifiedbootstate]: [green]
[ro.boot.veritymode]: [enforcing]
[ro.bootimage.build.date]: [Fri May 16 15:18:15 CST 2025]
[ro.bootimage.build.date.utc]: [1747379895]
[ro.bootimage.build.fingerprint]: [qti/holi/holi:11/RKQ1.210907.001/root202505161518:user/dev-keys]
[ro.bootloader]: [unknown]
[ro.bootmode]: [unknown]
[ro.build.ab_update]: [true]
[ro.build.characteristics]: [default]
[ro.build.date]: [Fri May 16 15:51:40 CST 2025]
[ro.build.date.utc]: [1747381900]
[ro.build.description]: [ANY-AN00-user 7.0.0 HONORANY-AN00 225-CHN-LGRP1 release-keys]
[ro.build.display.id]: [ANY-AN00 7.0.0.225(C00E225R1P4)]
[ro.build.enhanced_gk_rule]: [true]
[ro.build.fingerprint]: [HONOR/ANY-AN00/HNANY-Q:13/HONORANY-AN00/7.1.0.225C00E225R1P4:user/release-keys]
[ro.build.flavor]: [magic-user]
[ro.build.hardware_expose]: [true]
[ro.build.hide]: [false]
[ro.build.hide.matchers]: [7.1.0]
[ro.build.hide.replacements]: [6.0.1]
[ro.build.hide.settings]: [8;1.8 GHz;2.0GB;11.00 GB;16.00 GB;1920 x 1080;12;3.10.30;6.1]
[ro.build.host]: [cn-bj-ty-az2-8a1c1751e1747381539804-54cd45577-hsjg4]
[ro.build.hw_emui_api_level]: [36]
[ro.build.id]: [HONORANY-AN00]
[ro.build.keys]: []
[ro.build.magic_api_level]: [36]
[ro.build.product]: [ANYCQ]
[ro.build.tags]: [release-keys]
[ro.build.type]: [user]
[ro.build.update_version]: [V1_2]
[ro.build.user]: [test]
[ro.build.ver.physical]: [ANY-AN00 7.1.0.225(C00E225R1P4)]
[ro.build.version.all_codenames]: [REL]
[ro.build.version.base_os]: []
[ro.build.version.codename]: [REL]
[ro.build.version.emui]: [MagicOS_7.1.0]
[ro.build.version.incremental]: [7.1.0.225C00E225R1P4]
[ro.build.version.known_codenames]: [Base,Base11,Cupcake,Donut,Eclair,Eclair01,EclairMr1,Froyo,Gingerbread,GingerbreadMr1,Honeycomb,HoneycombMr1,HoneycombMr2,IceCreamSandwich,IceCreamSandwichMr1,JellyBean,JellyBeanMr1,JellyBeanMr2,Kitkat,KitkatWatch,Lollipop,LollipopMr1,M,N,NMr1,O,OMr1,P,Q,R,S,Sv2,Tiramisu]
[ro.build.version.magic]: [MagicOS_7.1.0]
[ro.build.version.min_supported_target_sdk]: [23]
[ro.build.version.preview_sdk]: [0]
[ro.build.version.preview_sdk_fingerprint]: [REL]
[ro.build.version.release]: [13]
[ro.build.version.release_or_codename]: [13]
[ro.build.version.release_or_preview_display]: [13]
[ro.build.version.sdk]: [33]
[ro.build.version.security_patch]: [2025-05-01]
[ro.camera.aux.packagelist]: [com.example.android.cameraxextensions,com.android.example.camera2.extensions,com.android.cameraextensions,com.hihonor.camera,com.hihonor.mmitest,org.codeaurora.snapcam,com.hihonor.ddtTest,com.hihonor.detectrepair,com.hihonor.runningtestii,com.hihonor.mmiautotest,com.hihonor.systemserver,com.hihonor.awareness,com.hihonor.powergenie,com.hihonor.securityserver,com.android.server.swing,com.hihonor.lens]
[ro.camera.sound.not_forced]: [true]
[ro.carrier]: [unknown]
[ro.cdma.home.operator.numeric]: [46003]
[ro.channel.cn.wps.moffice_eng]: [oem00176]
[ro.channel.com.baidu.BaiduMap]: [hNdzVLM5X9k36tUvLQOzE8lSresga-qvz]
[ro.channel.com.kugou.fanxing.huawei]: [5]
[ro.channel.com.sina.weibo]: [90279_90004]
[ro.channel.com.taobao.litetao]: [honor_preload]
[ro.channel.haokan]: [1024467c]
[ro.channel.me.ele]: [/preload/ANY-AN00/all/cn/xml/eleme_preinstall.txt]
[ro.channel.pdd]: [pre_honor]
[ro.channel.red]: [HonorPreload2022]
[ro.channelId.com.smile.gifmaker]: [HONOR_YZ_2022]
[ro.channelId.com.wuba]: [4921]
[ro.channelId.taobao]: [/preload/ANY-AN00/all/cn/xml/sjtbconfig.ini]
[ro.channelId.vipshop]: [preload/ANY-AN00/all/cn/xml]
[ro.channelid.ucbrowser]: [/preload/ANY-AN00/all/cn/xml/uconfig.ini]
[ro.channelid.youku]: [1606729129557]
[ro.com.baidu.searchbox]: [/preload/ANY-AN00/all/cn/lib64/]
[ro.com.hihonor.baidu.browser]: [/product_h/region_comm/china/xml/]
[ro.com.ss.android.ugc.aweme]: [/preload/ANY-AN00/all/cn/xml/huawei_aweme_400_pre_install.config]
[ro.com.ximalaya.ting.android.yz-rongyao]: [yz-rongyao]
[ro.comp.cust_version]: [Cust-CHN 7.X.1(0002)]
[ro.comp.hl.product_base_version]: [ANY-LGRP1-CHN 7.0.0.225]
[ro.comp.hl.product_base_version.real]: [ANY-LGRP1-CHN 7.1.0.225]
[ro.comp.hl.product_cust_version]: [ANY-AN00-CUST 7.1.0.225(C00)]
[ro.comp.hl.product_preload_version]: [ANY-AN00-PRELOAD 7.1.0.4(C00R1)]
[ro.comp.preas_version]: [Preas-CHN 7.X(0000)]
[ro.comp.preas_version.full]: [Preas-CHN 7.X(T)]
[ro.comp.product_version]: [Product-ANYCQ 7.X(0000)]
[ro.comp.system_version]: [System 7.1.0(1MQF)]
[ro.comp.version_version]: [Version-ANY-AN00-000001 7.1.0(00N4)]
[ro.confg.hw_systemversion]: [System 7.1.0(1MQF)]
[ro.config.StkDisplayTexNoRes]: [true]
[ro.config.SupportSdcard]: [false]
[ro.config.alarm_alert]: [Morning_Star.ogg]
[ro.config.amr_wb_show_hd]: [true]
[ro.config.app_big_icon_size]: [184]
[ro.config.attach_apn_enabled]: [true]
[ro.config.attach_ip_type]: [IPV4V6]
[ro.config.audioEffectForRing]: [true]
[ro.config.auto_display_mode]: [true]
[ro.config.beta_sec_ctrl]: [false]
[ro.config.blight_power_curve]: [50,1;100,0.8;300,0.8;350,0.9;380,1]
[ro.config.bt_a2dp_disabled_enc]: [5]
[ro.config.bundle_optb_mnc]: [306]
[ro.config.charging_close_nr]: [true]
[ro.config.cl_volte_autoswitch]: [true]
[ro.config.colorTemperature_3d]: [true]
[ro.config.colorTemperature_K3]: [true]
[ro.config.cpu_info_display]: [高通骁龙695]
[ro.config.data_preinstalled]: [true]
[ro.config.dataoff_timeout]: [5]
[ro.config.demo_allow_pwd]: [false]
[ro.config.disable_operator_name]: [true]
[ro.config.disable_reset_by_mdm]: [true]
[ro.config.disable_triple]: [true]
[ro.config.disabled_wifi_display]: [true]
[ro.config.distributed_app_fwk]: [true]
[ro.config.dns.two_threads]: [true]
[ro.config.dnscure_ipcfg]: [10.8.2.1;10.8.2.2|8.8.8.8;208.67.222.222;180.76.76.76;223.5.5.5]
[ro.config.dsds_mode]: [cdma_gsm]
[ro.config.dual_view_mode]: [true]
[ro.config.enable_backup_fc_2d]: [true]
[ro.config.enable_iaware]: [true]
[ro.config.enable_perfhub_fling]: [true]
[ro.config.enable_rms]: [true]
[ro.config.enable_show_google_feed]: [false]
[ro.config.enable_thermal_bdata]: [true]
[ro.config.enroll_vibrate_time]: [80]
[ro.config.enterprise_support]: [true]
[ro.config.evdo_dropto_1x]: [true]
[ro.config.face_recognition]: [true]
[ro.config.face_smart_keepon]: [false]
[ro.config.face_smart_rotation]: [false]
[ro.config.feature_power_close_nr]: [true]
[ro.config.feature_screenoff_close_nr]: [true]
[ro.config.fillet_radius_size]: [16]
[ro.config.finger_joint]: [true]
[ro.config.fp_navigation]: [true]
[ro.config.fp_notice_face]: [true]
[ro.config.full_network_support]: [true]
[ro.config.gameassist]: [1]
[ro.config.gameassist.anti-touch]: [1]
[ro.config.gameassist.full-finger]: [2]
[ro.config.gameassist_booster]: [1]
[ro.config.gesture_nav_support]: [true]
[ro.config.gps_to_nlp]: [true]
[ro.config.hiai.translation_engine.full_feature]: [0]
[ro.config.hiaibase_push_mode]: [1]
[ro.config.hicall]: [true]
[ro.config.hn_em_solution_ver]: [B001]
[ro.config.huawei_smallwindow]: [0]
[ro.config.hw_cota]: [false]
[ro.config.hw_dts_settings]: [true]
[ro.config.hw_fp_type]: [3,1,200,200]
[ro.config.hw_freeform_enable]: [true]
[ro.config.hw_low_ram]: [false]
[ro.config.hw_multiscreen]: [true]
[ro.config.hw_multiwindow_optimization]: [true]
[ro.config.hw_nlp]: [com.huawei.lbs]
[ro.config.hw_optb]: [156]
[ro.config.hw_power_voice_key]: [true]
[ro.config.hw_support_clone_app]: [true]
[ro.config.hw_sws]: [true]
[ro.config.hw_tint]: [true]
[ro.config.hw_triple_finger]: [true]
[ro.config.hw_vassistant_honor]: [true]
[ro.config.ipv4.mtu]: [1400]
[ro.config.linkplus.liveupdate]: [true]
[ro.config.lock_noti_simplify]: [true]
[ro.config.low_temp_tsh]: [0]
[ro.config.marketing_name]: [荣耀X30]
[ro.config.need_tailored]: [true]
[ro.config.networkmode_hide_dyn]: [true]
[ro.config.new_hw_screen_aspect]: [2388:2274:1080]
[ro.config.noti_list_simplify]: [true]
[ro.config.notification_sound]: [Pixies.ogg]
[ro.config.para_updateCapacityVersion]: [1.0]
[ro.config.permanent_error_heal]: [true]
[ro.config.pg_enhance_bg_ctl]: [false]
[ro.config.pg_unify_push_5min]: [false]
[ro.config.pre_dns_query]: [true]
[ro.config.privacycontact]: [false]
[ro.config.product_version_pre]: [ANY-AN00]
[ro.config.quicknote]: [true]
[ro.config.reduce_voice]: [false]
[ro.config.ringtone]: [Go_Beyond_Marimba.ogg]
[ro.config.ringtone2]: [Go_Beyond_Traditional.ogg]
[ro.config.screenoff_close_nr_timer]: [10000]
[ro.config.sn_main_page]: [true]
[ro.config.streamEffect]: [28]
[ro.config.support_doubletap_pay]: [true]
[ro.config.support_eid]: [false]
[ro.config.support_etcis]: [true]
[ro.config.support_face_mode]: [2]
[ro.config.support_facepay_mode]: [0]
[ro.config.support_hwpki]: [true]
[ro.config.support_iseapp]: [true]
[ro.config.support_one_time_hota]: [true]
[ro.config.support_privacyspace]: [true]
[ro.config.support_sdcard_crypt]: [false]
[ro.config.switchPrimaryVolume]: [true]
[ro.config.swsAlwaysActiveForSPK]: [true]
[ro.config.sws_version]: [0610]
[ro.config.txvideoid]: [/preload/ANY-AN00/all/cn/xml/firmchannel.ini]
[ro.config.updatelocation]: [true]
[ro.config.use_passwd_length_rule]: [true]
[ro.config.vc_call_vol_steps]: [10]
[ro.config.videocalldistributedassist]: [true]
[ro.config.weakauth_face_limit]: [false]
[ro.config.widevine_level3]: [true]
[ro.config.wifi_fast_bss_enable]: [true]
[ro.config.win_freeze_timeout_duration]: [3000]
[ro.control.sleeplog]: [true]
[ro.control_privapp_permissions]: [enforce]
[ro.crypto.dm_default_key.options_format.version]: [2]
[ro.crypto.metadata.enabled]: [true]
[ro.crypto.state]: [encrypted]
[ro.crypto.type]: [file]
[ro.crypto.uses_fs_ioc_add_encryption_key]: [true]
[ro.crypto.volume.metadata.method]: [dm-default-key]
[ro.cust.cdrom]: [product_h/region_comm/china/cdrom/autorun.iso]
[ro.dalvik.vm.native.bridge]: [0]
[ro.debuggable]: [0]
[ro.dual.sim.phone]: [true]
[ro.feature.notification_badge_combine_switch]: [true]
[ro.frp.pst]: [/dev/block/bootdevice/by-name/frp]
[ro.gpu_turbo]: [GPU Turbo]
[ro.gsensor.calibrate]: [true]
[ro.hardware]: [qcom]
[ro.hardware.egl]: [adreno]
[ro.hardware.vulkan]: [adreno]
[ro.honor.build.date]: [Fri May 16 15:51:40 CST 2025]
[ro.honor.build.date.utc]: [1747381900]
[ro.honor.build.display.id]: [ANY-AN00 7.0.0.225(C00E225R1P4)]
[ro.honor.build.fingerprint]: [HONOR/ANY-AN00/HNANY-Q:13/HONORANY-AN00/7.1.0.225C00E225R1P4:user/release-keys]
[ro.honor.build.host]: [cn-bj-ty-az2-8a1c1751e1747381539804-54cd45577-hsjg4]
[ro.honor.build.version.security_patch]: []
[ro.honor.channel.zhihu]: [honor_preinstall]
[ro.honor.remount.check]: [0]
[ro.huawei.cust.oma_drm]: [false]
[ro.hw.country]: [cn]
[ro.hw.custPath]: [/version/cust/all/cn]
[ro.hw.oemName]: [ANY-AN00]
[ro.hw.vendor]: [all]
[ro.hwui.use_vulkan]: []
[ro.iconnect.trustpair]: [true]
[ro.iorapd.enable]: [false]
[ro.kernel.qemu.gles]: [0]
[ro.kernel.version]: [5.4]
[ro.launcher.icon_size_narrow]: [170]
[ro.lmk.kill_heaviest_task]: [true]
[ro.lmk.kill_timeout_ms]: [15]
[ro.lmk.use_minfree_levels]: [true]
[ro.lmk.use_psi]: [true]
[ro.logd.kernel]: [false]
[ro.logd.size.stats]: [64K]
[ro.logsystem.usertype]: [1]
[ro.lostnetwork.default_timer]: [50]
[ro.magic.cversion]: [C00]
[ro.magic.systemversion]: [System 7.1.0(1MQF)]
[ro.media.xml_variant.codecs]: [_blair]
[ro.media.xml_variant.codecs_performance]: [_blair]
[ro.mpen.default.support]: [false]
[ro.oba.version]: [20250516152331_OBA_VERSION]
[ro.odm.build.date.utc]: [1747379895]
[ro.odm.build.fingerprint]: [Honor/holi/holi_ANY-AN00:13/RKQ1.210907.001/20250516151917:user/release-keys]
[ro.oem.key1]: [C00R1]
[ro.opengles.version]: [196610]
[ro.organization_owned]: [false]
[ro.patch.baseline.version]: [2.0]
[ro.pid.youku]: [2c9039d804756637]
[ro.postinstall.fstab.prefix]: [/system]
[ro.powersavemode.backlight_ratio]: [80]
[ro.preinstall.path]: [preload/ANY-AN00/all/cn/xml]
[ro.product.CustCVersion]: [C00]
[ro.product.ab_ota_partitions]: [product_h,system,system_ext,vbmeta_system]
[ro.product.board]: [ANYCQ]
[ro.product.brand]: [HONOR]
[ro.product.build.date]: [Fri May 16 15:58:35 CST 2025]
[ro.product.build.date.utc]: [1747382315]
[ro.product.build.fingerprint]: [Honor/system_ext_qcom/system_ext_qcom:13/TP1A.220624.014/root05161558:user/release-keys]
[ro.product.build.id]: [TP1A.220624.014]
[ro.product.build.tags]: [release-keys]
[ro.product.build.type]: [user]
[ro.product.build.version.incremental]: [eng.root.20250516.160112]
[ro.product.build.version.release]: [13]
[ro.product.build.version.release_or_codename]: [13]
[ro.product.build.version.sdk]: [33]
[ro.product.cpu.abi]: [arm64-v8a]
[ro.product.cpu.abilist]: [arm64-v8a,armeabi-v7a,armeabi]
[ro.product.cpu.abilist32]: [armeabi-v7a,armeabi]
[ro.product.cpu.abilist64]: [arm64-v8a]
[ro.product.device]: [HNANY-Q]
[ro.product.fingerprintName]: [HONOR-Z201]
[ro.product.first_api_level]: [30]
[ro.product.locale]: [zh-Hans-CN]
[ro.product.locale.language]: [zh]
[ro.product.locale.region]: [CN]
[ro.product.manufacturer]: [HONOR]
[ro.product.model]: [ANY-AN00]
[ro.product.name]: [ANY-AN00]
[ro.product.odm.brand]: [Honor]
[ro.product.odm.device]: [holi]
[ro.product.odm.name]: [holi]
[ro.product.perfmode]: [true]
[ro.product.product.brand]: [Honor]
[ro.product.product.device]: [system_ext_qcom]
[ro.product.product.manufacturer]: [unknown]
[ro.product.product.model]: [magic]
[ro.product.product.name]: [system_ext_qcom]
[ro.product.proximityenable]: [false]
[ro.product.system.brand]: [Honor]
[ro.product.system.device]: [magic]
[ro.product.system.manufacturer]: [unknown]
[ro.product.system.model]: [magic]
[ro.product.system.name]: [magic]
[ro.product.system_ext.brand]: [Honor]
[ro.product.system_ext.device]: [system_ext_qcom]
[ro.product.system_ext.manufacturer]: [unknown]
[ro.product.system_ext.model]: [magic]
[ro.product.system_ext.name]: [system_ext_qcom]
[ro.product.vendor.brand]: [qti]
[ro.product.vendor.device]: [holi]
[ro.product.vendor.manufacturer]: [HONOR]
[ro.product.vendor.model]: [Holi for arm64]
[ro.product.vendor.name]: [holi]
[ro.product.vndk.version]: [33]
[ro.projectmenu.chargemaxlevel]: [60]
[ro.projectmenu.chargeminlevel]: [50]
[ro.property_service.version]: [2]
[ro.readfastboot]: [0]
[ro.revision]: [0]
[ro.ril.ecclist]: [112,911,#911,*911]
[ro.runmode]: [normal]
[ro.secure]: [1]
[ro.serialno]: [ACMF6R2112004887]
[ro.setupwizard.mode]: [DISABLED]
[ro.sf.lcd_density]: [480]
[ro.soc.manufacturer]: [QTI]
[ro.soc.model]: [SM4350]
